"","",""
"Acmella oppositifolia var. repens","oppositeleaf spotflower","TX(Anderson, Bexar, Bowie, Brazoria, Brazos, Calhoun, Chambers, Colorado, Ellis, Fort Bend, Galveston, Grayson, Hardin, Harris, Jasper, Jefferson, Liberty, Matagorda, Montgomery, Newton, Orange, Parker, Red River, San Jacinto, Tarrant, Travis, Tyler, Walker, Wharton)"
"Acorus","sweetflag","TX(Marion)"
"Acorus calamus","calamus","TX(Marion)"
"Acourtia","desertpeony","TX(Atascosa, Bandera, Bee, Bexar, Brewster, Cameron, Crane, Crockett, Culberson, Duval, Ector, El Paso, Goliad, Hudspeth, Jeff Davis, Jim Wells, Karnes, Kenedy, Kimble, Kinney, Kleberg, Live Oak, Loving, Maverick, McMullen, Menard, Nueces, Pecos, Presidio, Reagan, Real, Reeves, San Patricio, Scurry, Starr, Sterling, Terrell, Tom Green, Travis, Upton, Uvalde, Val Verde, Ward, Webb, Zapata, Zavala)"
"Acourtia nana","dwarf desertpeony","TX(Brewster, Crane, Crockett, Culberson, Ector, El Paso, Hudspeth, Jeff Davis, Loving, Menard, Pecos, Presidio, Reagan, Scurry, Sterling, Terrell, Tom Green, Upton, Ward)"
"Acourtia runcinata","featherleaf desertpeony","TX(Atascosa, Bandera, Bee, Bexar, Brewster, Cameron, Crockett, Duval, Goliad, Jim Wells, Karnes, Kenedy, Kimble, Kinney, Kleberg, Live Oak, Maverick, McMullen, Nueces, Pecos, Presidio, Real, San Patricio, Starr, Terrell, Travis, Uvalde, Val Verde, Webb, Zapata)"
"Acourtia wrightii","brownfoot","TX(Brewster, Cameron, Crane, Crockett, Culberson, El Paso, Hudspeth, Jeff Davis, Kimble, Loving, Pecos, Presidio, Reeves, Uvalde, Val Verde, Ward, Zavala)"
"Acroptilon","hardheads","TX(Reeves)"
"Acroptilon repens","hardheads","TX(Reeves)"
"Adelia","wild lime","TX(Cameron, Hidalgo, Starr, Willacy)"
"Adelia vaseyi","Vasey's wild lime","TX(Cameron, Hidalgo, Starr, Willacy)"
"Adiantum","maidenhair fern","TX(Armstrong, Bandera, Bell, Bexar, Blanco, Brewster, Briscoe, Brown, Burnet, Coke, Comal, Cooke, Crosby, Culberson, Dallas, Dickens, Edwards, Garza, Gillespie, Harris, Hays, Hill, Hudspeth, Jeff Davis, Johnson, Kaufman, Kendall, Kent, Kerr, Kimble, Kinney, Llano, McCulloch, McLennan, Medina, Mitchell, Motley, Newton, Orange, Presidio, Randall, Real, San Saba, Scurry, Somervell, Tarrant, Taylor, Terrell, Tom Green, Travis, Val Verde, Washington, Williamson, Zavala)"
"Adiantum capillus-veneris","common maidenhair","TX(Armstrong, Bandera, Bell, Bexar, Blanco, Brewster, Briscoe, Brown, Burnet, Coke, Comal, Cooke, Crosby, Culberson, Dallas, Dickens, Edwards, Garza, Gillespie, Harris, Hays, Hill, Hudspeth, Jeff Davis, Johnson, Kaufman, Kendall, Kent, Kerr, Kimble, Kinney, Llano, McCulloch, McLennan, Medina, Mitchell, Motley, Newton, Orange, Presidio, Randall, Real, San Saba, Scurry, Somervell, Tarrant, Taylor, Terrell, Tom Green, Travis, Val Verde, Washington, Williamson, Zavala)"
"Adiantum tricholepis","fuzzy maidenhair","TX(Medina)"
"Adolphia","prickbush","TX(Brewster, Ellis, Jeff Davis, Presidio)"
"Adolphia infesta","junco","TX(Brewster, Ellis, Jeff Davis, Presidio)"
"Adonis","pheasant's eye","TX(Dallas, Fort Bend, Grayson, Kleberg, McLennan, Milam, Travis)"
"Adonis annua","blooddrops","TX(Dallas, Fort Bend, Grayson, Kleberg, McLennan, Milam, Travis)"
"Aegilops","goatgrass","TX(Angelina, Baylor, Bell, Blanco, Carson, Childress, Comanche, Coryell, Dallas, Deaf Smith, Denton, Donley, Eastland, Gray, Grayson, Hansford, Hardeman, Hartley, Hemphill, Johnson, Kenedy, Lipscomb, Llano, Lubbock, McLennan, Moore, Ochiltree, Oldham, Potter, Randall, Shackelford, Sutton, Tarrant, Tom Green, Travis, Wheeler, Wichita)"
"Aegilops cylindrica","jointed goatgrass","TX(Angelina, Baylor, Bell, Blanco, Carson, Childress, Comanche, Coryell, Dallas, Deaf Smith, Denton, Donley, Eastland, Gray, Grayson, Hansford, Hardeman, Hartley, Hemphill, Johnson, Kenedy, Lipscomb, Llano, Lubbock, McLennan, Moore, Ochiltree, Oldham, Potter, Randall, Shackelford, Sutton, Tarrant, Tom Green, Travis, Wheeler, Wichita)"
