"","","",""
"Rhynchospora fusca","brown beaksedge","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Ribes","currant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Ribes americanum","American black currant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Ribes cynosbati","eastern prickly gooseberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford, Sullivan)",""
"Ribes glandulosum","skunk currant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Ribes hirtellum","hairystem gooseberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Rockingham, Strafford, Sullivan)",""
"Ribes lacustre","prickly currant","NH(Carroll, Coos, Grafton)",""
"Ribes nigrum","European black currant","NH(Coos, Strafford)",""
"Ribes rubrum","cultivated currant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Ribes triste","red currant","NH(Carroll, Coos, Grafton)",""
"Ribes uva-crispa","European gooseberry","NH(Coos)",""
"Ribes uva-crispa var. sativum","European gooseberry","NH(Coos)",""
"Ricinus","ricinus","NH(Cheshire)",""
"Ricinus communis","castorbean","NH(Cheshire)",""
"Robinia","locust","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Robinia hispida","bristly locust","NH(Cheshire, Strafford)",""
"Robinia hispida var. hispida","bristly locust","NH(Cheshire, Strafford)",""
"Robinia pseudoacacia","black locust","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Robinia viscosa","clammy locust","NH(Carroll, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Robinia viscosa var. viscosa","clammy locust","NH(Carroll, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rorippa","yellowcress","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rorippa austriaca","Austrian yellowcress","NH(Rockingham)",""
"Rorippa palustris","bog yellowcress","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rorippa sylvestris","creeping yellowcress","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Rosa","rose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rosa acicularis","prickly rose","NH(Coos, Sullivan)",""
"Rosa acicularis ssp. sayi","prickly rose","NH(Coos, Sullivan)",""
"Rosa blanda","smooth rose","NH(Cheshire, Coos, Grafton, Merrimack, Sullivan)",""
"Rosa blanda var. blanda","smooth rose","NH(Cheshire, Coos, Grafton, Merrimack, Sullivan)",""
"Rosa carolina","Carolina rose","NH(Belknap, Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Rosa cinnamomea","cinnamon rose","NH(Coos, Grafton, Hillsborough, Rockingham, Strafford)",""
"Rosa gallica","French rose","NH(Carroll, Coos, Hillsborough)",""
"Rosa multiflora","multiflora rose","NH(Belknap, Strafford, Sullivan)",""
"Rosa nitida","shining rose","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Rockingham, Strafford)",""
"Rosa palustris","swamp rose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rosa rubiginosa","sweetbriar rose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rosa rugosa","rugosa rose","NH(Coos, Rockingham, Strafford)",""
"Rosa spinosissima","Scotch rose","NH(Coos, Rockingham, Strafford)",""
"Rosa virginiana","Virginia rose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rosa virginiana var. virginiana","Virginia rose","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rotala","rotala","NH(Rockingham)",""
"Rotala ramosior","lowland rotala","NH(Rockingham)",""
"Rubus","blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus allegheniensis","Allegheny blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus canadensis","smooth blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus chamaemorus","cloudberry","NH(Coos)",""
"Rubus cuneifolius","sand blackberry","NH(Hillsborough)",""
"Rubus flagellaris","northern dewberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus hispidus","bristly dewberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus idaeus","American red raspberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus idaeus ssp. strigosus","grayleaf red raspberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus occidentalis","black raspberry","NH(Belknap, Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Rubus odoratus","purpleflowering raspberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus odoratus var. odoratus","purpleflowering raspberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus pensilvanicus","Pennsylvania blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus pubescens","dwarf red blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus pubescens var. pubescens","dwarf red blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus setosus","setose blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rubus vermontanus","Vermont blackberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rudbeckia","coneflower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rudbeckia hirta","blackeyed Susan","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rudbeckia laciniata","cutleaf coneflower","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rumex","dock","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rumex acetosa","garden sorrel","NH(Rockingham)",""
"Rumex acetosa ssp. acetosa","garden sorrel","NH(Rockingham)",""
"Rumex acetosella","common sheep sorrel","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rumex altissimus","pale dock","NH(Belknap, Coos)",""
"Rumex crispus","curly dock","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rumex crispus ssp. crispus","curly dock","NH(Belknap, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rumex longifolius","dooryard dock","NH(Belknap, Cheshire, Coos, Grafton)",""
"Rumex maritimus","golden dock","NH(Belknap, Coos)",""
"Rumex obtusifolius","bitter dock","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Rumex orbiculatus","greater water dock","NH(Coos, Merrimack, Rockingham, Strafford)",""
"Rumex pallidus","seaside dock","NH(Rockingham)",""
"Rumex patientia","patience dock","NH(Belknap)",""
"Rumex salicifolius","willow dock","NH(Belknap, Carroll, Coos, Grafton, Rockingham, Strafford)",""
"Rumex salicifolius var. mexicanus","Mexican dock","NH(Belknap, Carroll, Coos, Grafton, Rockingham, Strafford)",""
"Ruppia","widgeonweed","NH(Rockingham, Strafford)",""
"Ruppia maritima","widgeongrass","NH(Rockingham, Strafford)",""
"Sagina","pearlwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sagina nodosa","knotted pearlwort","NH(Rockingham)",""
"Sagina nodosa ssp. borealis","knotted pearlwort","NH(Rockingham)",""
"Sagina procumbens","birdeye pearlwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sagittaria","arrowhead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sagittaria calycina","hooded arrowhead","NH(Strafford)",""
"Sagittaria calycina var. spongiosa","hooded arrowhead","NH(Strafford)",""
"Sagittaria cuneata","arumleaf arrowhead","NH(Coos)",""
"Sagittaria graminea","grassy arrowhead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford, Sullivan)",""
"Sagittaria graminea var. graminea","grassy arrowhead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford, Sullivan)",""
"Sagittaria latifolia","broadleaf arrowhead","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sagittaria rigida","sessilefruit arrowhead","NH(Belknap, Carroll, Hillsborough, Merrimack, Sullivan)",""
"Salicornia","pickleweed","NH(Rockingham, Strafford)",""
"Salicornia bigelovii","dwarf saltwort","NH(Rockingham, Strafford)",""
"Salicornia depressa","Virginia glasswort","NH(Rockingham)",""
"Salix","willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix alba","white willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix argyrocarpa","Labrador willow","NH(Coos)",""
"Salix bebbiana","Bebb willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix discolor","pussy willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix eriocephala","Missouri River willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix fragilis","crack willow","NH(Belknap, Carroll, Coos, Grafton, Strafford)",""
"Salix herbacea","snowbed willow","NH(Coos, Grafton)",""
"Salix humilis","prairie willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix lucida","shining willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix lucida ssp. lucida","shining willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix myricoides","bayberry willow","NH(Belknap, Coos, Hillsborough)",""
"Salix myricoides var. myricoides","bayberry willow","NH(Belknap, Coos, Hillsborough)",""
"Salix nigra","black willow","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix pedicellaris","bog willow","NH(Belknap, Carroll, Coos, Strafford)",""
"Salix pellita","satiny willow","NH(Coos)",""
"Salix pentandra","laurel willow","NH(Grafton, Merrimack, Strafford)",""
"Salix petiolaris","meadow willow","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Salix planifolia","diamondleaf willow","NH(Coos, Grafton)",""
"Salix planifolia ssp. planifolia","diamondleaf willow","NH(Coos, Grafton)",""
"Salix purpurea","purpleosier willow","NH(Grafton, Rockingham, Strafford)",""
"Salix sericea","silky willow","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Strafford, Sullivan)",""
"Salix uva-ursi","bearberry willow","NH(Coos, Grafton)",""
"Salsola","Russian thistle","NH(Coos, Rockingham, Strafford)",""
"Salsola kali","Russian thistle","NH(Coos, Rockingham, Strafford)",""
"Salsola kali ssp. kali","Russian thistle","NH(Coos, Rockingham, Strafford)",""
"Sambucus","elderberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sambucus nigra","black elderberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sambucus nigra ssp. canadensis","American black elderberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sambucus racemosa","red elderberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sambucus racemosa var. racemosa","red elderberry","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Samolus","brookweed","NH(Rockingham, Strafford)",""
"Samolus valerandi","seaside brookweed","NH(Rockingham, Strafford)",""
"Samolus valerandi ssp. parviflorus","seaside brookweed","NH(Rockingham, Strafford)",""
"Sanguinaria","bloodroot","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Sanguinaria canadensis","bloodroot","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Sanguisorba","burnet","NH(Coos, Grafton, Hillsborough, Merrimack, Rockingham)",""
"Sanguisorba canadensis","Canadian burnet","NH(Coos, Grafton, Hillsborough, Merrimack, Rockingham)",""
"Sanicula","sanicle","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sanicula canadensis","Canadian blacksnakeroot","NH(Rockingham)",""
"Sanicula canadensis var. canadensis","Canadian blacksnakeroot","NH(Rockingham)",""
"Sanicula marilandica","Maryland sanicle","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sanicula odorata","clustered blacksnakeroot","NH(Cheshire, Grafton, Sullivan)",""
"Sanicula trifoliata","largefruit blacksnakeroot","NH(Cheshire, Grafton, Merrimack, Sullivan)",""
"Saponaria","soapwort","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Saponaria officinalis","bouncingbet","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Saponaria pumilio","pygmy pink","NH(Grafton)",""
"Sarracenia","pitcherplant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sarracenia purpurea","purple pitcherplant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sarracenia purpurea ssp. purpurea var. purpurea","northern purple pitcherplant","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sassafras","sassafras","NH(Carroll, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Sassafras albidum","sassafras","NH(Carroll, Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Saxifraga","saxifrage","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Saxifraga cernua","nodding saxifrage","NH(Coos)",""
"Saxifraga hyperborea","pygmy saxifrage","NH(Coos)",""
"Saxifraga paniculata","White Mountain saxifrage","NH(Coos)",""
"Saxifraga paniculata ssp. neogaea","White Mountain saxifrage","NH(Coos)",""
"Saxifraga pensylvanica","eastern swamp saxifrage","NH(Carroll, Cheshire, Grafton, Hillsborough, Rockingham, Strafford)",""
"Saxifraga virginiensis","early saxifrage","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Saxifraga virginiensis var. virginiensis","early saxifrage","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Schedonorus","fescue","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Schedonorus pratensis","meadow fescue","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scheuchzeria","rannoch-rush","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Sullivan)",""
"Scheuchzeria palustris","rannoch-rush","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Sullivan)",""
"Scheuchzeria palustris ssp. americana","rannoch-rush","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Sullivan)",""
"Schizachne","false melic","NH(Carroll, Cheshire, Coos, Grafton, Merrimack, Strafford, Sullivan)",""
"Schizachne purpurascens","false melic","NH(Carroll, Cheshire, Coos, Grafton, Merrimack, Strafford, Sullivan)",""
"Schizachyrium","little bluestem","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Schizachyrium scoparium","little bluestem","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Schizachyrium scoparium var. scoparium","little bluestem","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Schoenoplectiella","bulrush","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Schoenoplectiella smithii","Smith's bulrush","NH(Carroll, Cheshire, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Schoenoplectus","bulrush","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Schoenoplectus acutus","hardstem bulrush","NH(Carroll, Coos, Merrimack, Strafford)",""
"Schoenoplectus acutus var. acutus","hardstem bulrush","NH(Carroll, Coos, Merrimack, Strafford)",""
"Schoenoplectus pungens","common threesquare","NH(Carroll, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Schoenoplectus pungens var. pungens","common threesquare","NH(Carroll, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Schoenoplectus subterminalis","swaying bulrush","NH(Carroll, Cheshire, Coos, Grafton, Merrimack, Rockingham, Strafford)",""
"Schoenoplectus tabernaemontani","softstem bulrush","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Schoenoplectus torreyi","Torrey's bulrush","NH(Carroll, Coos, Grafton, Hillsborough, Merrimack, Sullivan)",""
"Scirpus","bulrush","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scirpus ×peckii","bulrush","NH(Cheshire, Grafton)",""
"Scirpus atrovirens","green bulrush","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scirpus cyperinus","woolgrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scirpus expansus","woodland bulrush","NH(Belknap, Carroll, Grafton, Rockingham, Strafford)",""
"Scirpus microcarpus","panicled bulrush","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scirpus pendulus","rufous bulrush","NH(Hillsborough, Strafford)",""
"Scirpus polyphyllus","leafy bulrush","NH(Grafton, Sullivan)",""
"Scleranthus","German knotgrass","NH(Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Scleranthus annuus","German knotgrass","NH(Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Sclerolepis","bogbutton","NH(Merrimack)",""
"Sclerolepis uniflora","pink bogbutton","NH(Merrimack)",""
"Scrophularia","figwort","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Scrophularia lanceolata","lanceleaf figwort","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Strafford, Sullivan)",""
"Scrophularia marilandica","carpenter's square","NH(Rockingham, Strafford)",""
"Scutellaria","skullcap","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scutellaria galericulata","marsh skullcap","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scutellaria lateriflora","blue skullcap","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Scutellaria lateriflora var. lateriflora","blue skullcap","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Secale","rye","NH(Rockingham, Strafford)",""
"Secale cereale","cereal rye","NH(Rockingham, Strafford)",""
"Securigera","crownvetch","NH(Belknap, Hillsborough, Merrimack, Rockingham)",""
"Securigera varia","crownvetch","NH(Belknap, Hillsborough, Merrimack, Rockingham)",""
"Sedum","stonecrop","NH(Carroll, Coos, Grafton, Merrimack, Rockingham, Strafford)",""
"Sedum acre","goldmoss stonecrop","NH(Carroll, Coos, Grafton, Merrimack, Rockingham, Strafford)",""
"Sedum sarmentosum","stringy stonecrop","NH(Strafford)",""
"Sedum sexangulare","tasteless stonecrop","NH(Strafford)",""
"Selaginella","spikemoss","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Selaginella apoda","meadow spikemoss","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford)",""
"Selaginella rupestris","northern selaginella","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Senecio","ragwort","NH(Belknap, Coos, Rockingham, Strafford)",""
"Senecio viscosus","sticky ragwort","NH(Coos)",""
"Senecio vulgaris","old-man-in-the-Spring","NH(Belknap, Coos, Rockingham, Strafford)",""
"Senna","senna","NH(Belknap, Carroll, Cheshire, Hillsborough, Merrimack)",""
"Senna hebecarpa","American senna","NH(Belknap, Carroll, Cheshire, Hillsborough, Merrimack)",""
"Sericocarpus","whitetop aster","NH(Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Sericocarpus asteroides","toothed whitetop aster","NH(Cheshire, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Sericocarpus linifolius","narrowleaf whitetop aster","NH(Hillsborough, Rockingham)",""
"Setaria","bristlegrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Setaria faberi","Japanese bristlegrass","NH(Coos, Rockingham, Strafford)",""
"Setaria italica","foxtail millet","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Setaria viridis","green bristlegrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Setaria viridis var. viridis","green bristlegrass","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sibbaldia","sibbaldia","NH(Grafton)",""
"Sibbaldia procumbens","creeping sibbaldia","NH(Grafton)",""
"Sibbaldiopsis","sibbaldiopsis","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Merrimack, Rockingham, Strafford)",""
"Sibbaldiopsis tridentata","shrubby fivefingers","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Merrimack, Rockingham, Strafford)",""
"Sicyos","bur cucumber","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Sicyos angulatus","oneseed bur cucumber","NH(Cheshire, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Silene","catchfly","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Silene acaulis","moss campion","NH(Coos)",""
"Silene acaulis var. exscapa","moss campion","NH(Coos)",""
"Silene antirrhina","sleepy silene","NH(Belknap, Carroll, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Silene armeria","sweet William silene","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Merrimack, Rockingham, Strafford)",""
"Silene csereii","Balkan catchfly","NH(Coos)",""
"Silene dichotoma","forked catchfly","NH(Carroll, Cheshire, Hillsborough, Rockingham)",""
"Silene gallica","common catchfly","NH(Coos)",""
"Silene latifolia","bladder campion","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Silene latifolia ssp. alba","bladder campion","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Silene noctiflora","nightflowering silene","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Strafford)",""
"Silene vulgaris","maidenstears","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Silybum","milkthistle","NH(Rockingham)",""
"Silybum marianum","blessed milkthistle","NH(Rockingham)",""
"Sinapis","mustard","NH(Belknap, Carroll, Cheshire, Coos, Hillsborough, Rockingham, Strafford)",""
"Sinapis alba","white mustard","NH(Belknap, Coos)",""
"Sinapis arvensis","charlock mustard","NH(Carroll, Cheshire, Coos, Hillsborough, Rockingham, Strafford)",""
"Sinapis arvensis ssp. arvensis","wild mustard","NH(Carroll, Cheshire, Coos, Hillsborough, Rockingham, Strafford)",""
"Sisymbrium","hedgemustard","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
"Sisymbrium altissimum","tall tumblemustard","NH(Carroll, Cheshire, Coos, Grafton, Hillsborough, Rockingham, Strafford, Sullivan)",""
"Sisymbrium loeselii","small tumbleweed mustard","NH(Coos, Hillsborough)",""
"Sisymbrium officinale","hedgemustard","NH(Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan)",""
